日期,00692_收盤價,00733_收盤價,00850_收盤價
,00692.TW,00733.TW,00850.TW
2024-01-02,31.76934242248535,51.44707107543945,32.224063873291016
2024-01-03,31.280431747436523,50.90835952758789,31.77227783203125
2024-01-04,31.29998779296875,50.683895111083984,31.726179122924805
2024-01-05,31.182649612426758,51.17771530151367,31.606319427490234
2024-01-08,31.37821388244629,51.17771530151367,31.763059616088867
2024-01-09,31.319543838500977,51.26750183105469,31.726179122924805
2024-01-10,31.192428588867188,51.31239700317383,31.597097396850586
2024-01-11,31.30976676940918,51.53685760498047,31.79072380065918
2024-01-12,31.202205657958984,51.26750183105469,31.698524475097656
2024-01-15,31.202205657958984,51.26750183105469,31.698524475097656
2024-01-16,31.016420364379883,51.67153549194336,31.4495792388916
2024-01-17,30.791522979736328,51.31239700317383,31.12687873840332
2024-01-18,30.91864013671875,50.728790283203125,31.24673843383789
2024-01-19,31.77912139892578,51.043033599853516,32.058101654052734
2024-01-22,31.896459579467773,51.94089126586914,32.316261291503906
2024-01-23,32.013797760009766,52.12046432495117,32.36236572265625
2024-01-24,31.994243621826172,51.80621337890625,32.390018463134766
2024-01-25,32.31692123413086,51.80621337890625,32.62052536010742
2024-01-26,32.31692123413086,51.043033599853516,32.63896942138672
2024-01-29,32.53204345703125,51.716426849365234,32.906341552734375
2024-01-30,32.44403839111328,52.524497985839844,32.869468688964844
2024-01-31,32.09202194213867,51.895999908447266,32.51910400390625
2024-02-01,32.20935821533203,52.34492492675781,32.51910400390625
2024-02-02,32.33647918701172,53.37746047973633,32.73116683959961
2024-02-05,32.45381546020508,53.24278259277344,32.7864875793457
2024-02-15,33.64675521850586,54.769134521484375,33.81913757324219
2024-02-16,33.47074508666992,55.12828063964844,33.75458526611328
2024-02-19,33.45119094848633,54.67934799194336,33.7638053894043
2024-02-20,33.66631317138672,54.67934799194336,33.91132354736328
2024-02-21,33.597862243652344,54.769134521484375,33.791473388671875
2024-02-22,33.812984466552734,55.48741912841797,34.0588493347168
2024-02-23,33.988990783691406,54.814022064208984,34.25247573852539
2024-02-26,34.08677291870117,55.17316818237305,34.3170166015625
2024-02-27,33.930320739746094,54.769134521484375,34.16776657104492
2024-02-29,33.96943664550781,55.21805953979492,34.30767822265625
2024-03-01,33.90098571777344,56.11591720581055,34.233062744140625
2024-03-04,34.61479949951172,57.23823547363281,34.89533615112305
2024-03-05,34.91791915893555,57.776947021484375,35.156517028808594
2024-03-06,35.06459045410156,58.495235443115234,35.35240173339844
2024-03-07,35.74906921386719,57.46269989013672,35.84677505493164
2024-03-08,36.14997100830078,56.16080856323242,36.182579040527344
2024-03-11,35.89573669433594,56.789306640625,36.04265594482422
2024-03-12,36.24775314331055,58.046302795410156,36.443756103515625
2024-03-13,36.39442443847656,57.28313064575195,36.5743408203125
2024-03-14,36.33575439453125,56.34037780761719,36.56501770019531
2024-03-15,36.06196975708008,56.609737396240234,36.303836822509766
2024-03-18,36.218421936035156,57.59737777709961,36.5743408203125
2024-03-19,36.267311096191406,57.23823547363281,36.5277099609375
2024-03-20,36.08152770996094,56.834197998046875,36.397117614746094
2024-03-21,36.932228088378906,57.46269989013672,37.16199493408203
2024-03-22,36.922447204589844,58.0911979675293,37.199310302734375
2024-03-25,36.8637809753418,58.0911979675293,37.17131805419922
2024-03-26,36.971343994140625,56.69952392578125,37.15267562866211
2024-03-27,36.971343994140625,57.1484489440918,37.28325653076172
2024-03-28,36.922447204589844,57.5524787902832,37.31124496459961
2024-03-29,37.118011474609375,57.5524787902832,37.41384506225586
2024-04-01,36.90289306640625,57.911624908447266,37.26460266113281
2024-04-02,37.450469970703125,58.36055374145508,37.75897216796875
2024-04-03,37.14734649658203,58.36055374145508,37.47914123535156
2024-04-08,37.37224578857422,59.078834533691406,37.72166442871094
2024-04-09,38.095829010009766,59.21350860595703,38.327972412109375
2024-04-10,38.03716278076172,59.21350860595703,38.272003173828125
2024-04-11,37.998050689697266,59.34819412231445,38.141414642333984
2024-04-12,37.95893478393555,59.797122955322266,38.057464599609375
2024-04-15,37.61669921875,59.70733642578125,37.6563720703125
2024-04-16,36.46287536621094,58.27077102661133,36.583675384521484
2024-04-17,36.932228088378906,58.89926528930664,36.93812561035156
2024-04-18,37.215797424316406,57.586753845214844,37.24594497680664
2024-04-19,35.6317253112793,55.637962341308594,35.80946350097656
2024-04-22,35.56327819824219,54.176368713378906,35.68819808959961
2024-04-23,35.885963439941406,54.51741409301758,36.02399826049805
2024-04-24,36.81489181518555,56.27132034301758,36.99409866333008
2024-04-25,36.22819519042969,56.0277214050293,36.36913299560547
2024-04-26,36.79533386230469,56.27132034301758,36.95677947998047
2024-04-29,37.401580810546875,56.8072395324707,37.41384506225586
2024-04-30,37.3429069519043,56.75851821899414,37.47914123535156
2024-05-02,36.854000091552734,56.90467834472656,37.10602569580078
2024-05-03,36.981117248535156,56.66108322143555,37.236610412597656
2024-05-06,37.56781005859375,56.953399658203125,37.89889144897461
2024-05-07,37.77315139770508,56.709800720214844,38.02947998046875
2024-05-08,37.831817626953125,56.56364059448242,38.169395446777344
2024-05-09,37.714481353759766,56.22260284423828,38.1320915222168
2024-05-10,38.066497802734375,56.27132034301758,38.42124557495117
2024-05-13,38.34028625488281,55.735408782958984,38.654441833496094
2024-05-14,38.594520568847656,55.78412628173828,38.86898422241211
2024-05-15,38.97587203979492,56.07644271850586,39.31672286987305
2024-05-16,39.210540771484375,56.709800720214844,39.615211486816406
2024-05-17,39.15187454223633,56.514923095703125,39.50183868408203
2024-05-20,39.12253952026367,56.75851821899414,39.49238586425781
2024-05-21,39.05409622192383,56.8072395324707,39.36956024169922
2024-05-22,39.71900939941406,56.953399658203125,40.0214729309082
2024-05-23,39.914573669433594,56.56364059448242,40.23877716064453
2024-05-24,39.826568603515625,56.56364059448242,40.13484573364258
2024-05-27,40.28614807128906,57.2457160949707,40.79620361328125
2024-05-28,40.481712341308594,57.391876220703125,40.890682220458984
2024-05-29,40.01235580444336,57.63547897338867,40.38994216918945
2024-05-30,39.33766174316406,56.90467834472656,39.67189407348633
2024-05-31,39.112762451171875,57.00212097167969,39.39790725708008
2024-06-03,39.71900939941406,57.586753845214844,40.0970573425293
2024-06-04,39.259437561035156,57.53803253173828,39.50183868408203
2024-06-05,39.6212272644043,57.34315490722656,39.79471969604492
2024-06-06,40.66749572753906,57.294437408447266,40.73951721191406
2024-06-07,40.413265228271484,57.489315032958984,40.522216796875
2024-06-11,40.45237350463867,57.53803253173828,40.64503860473633
2024-06-12,40.892391204833984,57.391876220703125,41.10798263549805
2024-06-13,41.46930694580078,57.586753845214844,41.70320510864258
2024-06-14,41.73331832885742,58.60987091064453,41.920509338378906
2024-06-17,41.76265335083008,58.70730972290039,41.967742919921875
2024-06-18,42.388458251953125,58.804744720458984,42.496829986572266
2024-06-19,43.5911750793457,59.04834747314453,43.630584716796875
2024-06-20,43.87474060058594,59.48682403564453,44.12187576293945
2024-06-21,43.6107292175293,58.999629974365234,43.80065155029297
2024-06-24,42.67202377319336,58.366275787353516,43.00701904296875
2024-06-25,42.67202377319336,58.366275787353516,42.98812484741211
2024-06-26,42.99470520019531,58.41499328613281,43.27156448364258
2024-06-27,42.93603515625,58.025230407714844,43.0920524597168
2024-06-28,43.23916244506836,58.46371078491211,43.469966888427734
2024-07-01,43.27827072143555,58.12267303466797,43.451072692871094
2024-07-02,43.0338134765625,57.87907409667969,43.129844665527344
2024-07-03,43.503173828125,58.658592224121094,43.630584716796875
2024-07-04,44.42232131958008,59.145790100097656,44.40531921386719
2024-07-05,44.30498123168945,59.438106536865234,44.367523193359375
2024-07-08,45.449031829833984,59.38938522338867,45.3501091003418
2024-07-09,45.400142669677734,59.04834747314453,45.312313079833984
2024-07-10,45.625038146972656,59.29194641113281,45.501277923583984
2024-07-11,46.495296478271484,59.24322509765625,46.190975189208984
2024-07-12,45.30236053466797,59.04834747314453,45.22728729248047
2024-07-15,45.25346374511719,59.19450759887695,45.30287170410156
2024-07-16,45.46560287475586,59.24322509765625,45.35955810546875
2024-07-17,45.001869201660156,59.19450759887695,44.98164367675781
2024-07-18,44.15333557128906,58.025230407714844,44.29194259643555
2024-07-19,43.26533126831055,57.294437408447266,43.40383529663086
2024-07-22,42.03199768066406,55.637962341308594,42.251190185546875
2024-07-23,43.04826736450195,56.56364059448242,43.177085876464844
2024-07-26,41.607730865478516,54.95589065551758,42.05277633666992
2024-07-29,42.022132873535156,53.54301452636719,42.10946273803711
2024-07-30,41.982666015625,54.12765121459961,42.17560577392578
2024-07-31,41.982666015625,53.73789596557617,42.241737365722656
2024-08-01,42.67333221435547,55.102046966552734,42.874752044677734
2024-08-02,40.75920104980469,52.276302337646484,41.089088439941406
2024-08-05,37.26639938354492,47.22893524169922,37.46108627319336
2024-08-06,38.963470458984375,47.2581672668457,38.972747802734375
2024-08-07,40.295467376708984,49.889034271240234,40.352149963378906
2024-08-08,39.604801177978516,49.20695495605469,39.70024108886719
2024-08-09,40.769065856933594,51.009586334228516,40.65447998046875
2024-08-12,41.222930908203125,52.03270721435547,41.33473587036133
2024-08-13,41.36106491088867,52.32501983642578,41.41032028198242
2024-08-14,41.854400634765625,52.617340087890625,41.920509338378906
2024-08-15,41.59786605834961,52.714778900146484,41.674861907958984
2024-08-16,42.39706802368164,53.884056091308594,42.50855255126953
2024-08-19,42.39706802368164,54.176368713378906,42.52771759033203
2024-08-20,42.46613311767578,54.41997146606445,42.566043853759766
2024-08-21,42.209598541259766,54.12765121459961,42.2593994140625
2024-08-22,41.89386749267578,53.73789596557617,42.0677490234375
2024-08-23,41.93333435058594,54.41997146606445,42.11566162109375
2024-08-26,41.99253463745117,54.41997146606445,42.355228424072266
2024-08-27,41.884002685546875,54.566131591796875,42.05816650390625
2024-08-28,42.39706802368164,54.663570404052734,42.498966217041016
2024-08-29,41.736000061035156,55.004608154296875,42.163578033447266
2024-08-30,41.824798583984375,55.004608154296875,42.326480865478516
2024-09-02,41.83466720581055,55.102046966552734,42.268985748291016
2024-09-03,41.72613525390625,54.176368713378906,42.048587799072266
2024-09-04,39.93040084838867,51.83782196044922,40.247047424316406
2024-09-05,40.05866622924805,51.6429443359375,40.40037155151367
2024-09-06,40.59146499633789,51.6429443359375,40.87950134277344
2024-09-09,39.979732513427734,52.081424713134766,40.30454635620117
2024-09-10,40.06853485107422,51.39934539794922,40.294960021972656
2024-09-11,39.890933990478516,51.301910400390625,40.179969787597656
2024-09-12,41.14400100708008,52.51990509033203,41.28197479248047
2024-09-13,41.32160186767578,53.25069808959961,41.416133880615234
2024-09-16,41.55839920043945,53.44557571411133,41.63653564453125
2024-09-18,41.20319747924805,52.81222152709961,41.28197479248047
2024-09-19,41.765602111816406,53.49429702758789,41.751522064208984
2024-09-20,42.24906539916992,53.49429702758789,42.153995513916016
2024-09-23,42.43653106689453,53.73789596557617,42.383975982666016
2024-09-24,42.79173278808594,53.59173583984375,42.69062423706055
2024-09-25,43.49226760864258,54.51741409301758,43.20808410644531
2024-09-26,43.699466705322266,54.12765121459961,43.50514602661133
2024-09-27,43.62053298950195,54.51741409301758,43.53389358520508
2024-09-30,42.46613311767578,53.689170837402344,42.55646514892578
2024-10-01,42.624000549316406,53.54301452636719,42.642704010009766
2024-10-04,42.594398498535156,52.373741149902344,42.59479522705078
2024-10-07,43.51199722290039,53.64045333862305,43.31349182128906
2024-10-08,43.285064697265625,53.49429702758789,43.16975021362305
2024-10-09,43.70933151245117,53.49429702758789,43.42848205566406
2024-10-11,44.271732330322266,53.44557571411133,43.82136917114258
2024-10-14,44.32106399536133,54.07893371582031,43.926780700683594
2024-10-15,45.13999938964844,54.12765121459961,44.60714340209961
2024-10-16,44.5085334777832,54.37125015258789,44.108848571777344
2024-10-17,44.617069244384766,54.99102020263672,44.31966781616211
2024-10-18,45.58399963378906,54.29240798950195,44.971290588378906
2024-10-21,45.58399963378906,54.8413200378418,44.99045181274414
2024-10-22,45.46560287475586,55.14072799682617,44.95212173461914
2024-10-23,45.23866653442383,55.14072799682617,44.846710205078125
2024-10-24,44.972267150878906,54.342308044433594,44.520904541015625
2024-10-25,45.29786682128906,54.44211196899414,44.89462661743164
2024-10-28,45.189334869384766,53.64369201660156,44.88504409790039
2024-10-29,44.3309326171875,52.84527587890625,43.93635940551758
2024-10-30,44.3309326171875,53.34428787231445,44.013023376464844
2024-11-01,44.015201568603516,53.64369201660156,43.677635192871094
2024-11-04,44.56773376464844,53.94309997558594,44.233421325683594
2024-11-05,44.66640090942383,54.042903900146484,44.32925033569336
2024-11-06,44.98213577270508,54.59181594848633,44.578399658203125
2024-11-07,45.4261360168457,55.19062805175781,45.05752944946289
2024-11-08,45.79119873046875,54.29240798950195,45.26835250854492
2024-11-11,45.83066940307617,54.791419982910156,45.22043228149414
2024-11-12,44.79467010498047,53.94309997558594,44.28133773803711
2024-11-13,44.57760238647461,53.99300003051758,44.147178649902344
2024-11-14,44.2224006652832,53.394187927246094,43.802207946777344
2024-11-15,44.400001525878906,53.54389190673828,43.93635940551758
2024-11-18,43.86000061035156,51.89715576171875,43.55726623535156
2024-11-19,44.34000015258789,53.29438781738281,44.0335693359375
2024-11-20,44.099998474121094,53.194583892822266,43.829437255859375
2024-11-21,43.7400016784668,53.394187927246094,43.51838302612305
2024-11-22,44.5099983215332,53.8931999206543,44.15993118286133
2024-11-25,44.369998931884766,54.74151611328125,44.189090728759766
2024-11-26,44.09000015258789,54.192604064941406,43.60586929321289
2024-11-27,43.25,53.29438781738281,43.0615234375
2024-11-28,43.13999938964844,52.84527587890625,42.85739517211914
2024-11-29,43.2400016784668,53.144683837890625,42.96432113647461
2024-12-02,44.099998474121094,53.6935920715332,43.732234954833984
2024-12-03,44.52000045776367,54.24250411987305,44.169654846191406
2024-12-04,44.83000183105469,54.99102020263672,44.43210220336914
2024-12-05,44.970001220703125,54.69161605834961,44.56818771362305
2024-12-06,44.939998626708984,54.44211196899414,44.54875564575195
2024-12-09,44.97999954223633,53.793399810791016,44.56818771362305
2024-12-10,44.75,53.29438781738281,44.34461975097656
2024-12-11,44.33000183105469,52.99497604370117,44.02384567260742
2024-12-12,44.79999923706055,52.99497604370117,44.354339599609375
2024-12-13,44.810001373291016,52.59577178955078,44.34461975097656
2024-12-16,44.970001220703125,51.7474479675293,44.296016693115234
2024-12-17,45.029998779296875,52.44606399536133,44.373783111572266
2024-12-18,45.060001373291016,52.59577178955078,44.441829681396484
2024-12-19,44.619998931884766,52.39616394042969,44.01412582397461
2024-12-20,44.209999084472656,52.19655990600586,43.7419548034668
2024-12-23,45.040000915527344,52.495967864990234,44.53902816772461
2024-12-24,45.150001525878906,52.39616394042969,44.61679458618164
2024-12-25,45.290000915527344,52.94507598876953,44.75288009643555
2024-12-26,45.310001373291016,52.69557189941406,44.77232360839844
2024-12-27,45.41999816894531,52.64567184448242,44.81119918823242
2024-12-30,45.20000076293945,52.39616394042969,44.684837341308594
2024-12-31,44.9900016784668,52.64567184448242,44.43210220336914
2025-01-02,44.459999084472656,51.7474479675293,43.90719985961914
2025-01-03,44.86000061035156,50.79933166503906,44.21825408935547
2025-01-06,46.119998931884766,51.298343658447266,45.20001983642578
2025-01-07,46.529998779296875,52.09675979614258,45.588836669921875
2025-01-08,45.970001220703125,51.89715576171875,45.29722213745117
2025-01-09,45.43000030517578,51.09873580932617,44.70427703857422
2025-01-10,45.369998931884766,51.04883575439453,44.64595413208008
2025-01-13,44.41999816894531,49.392120361328125,43.63502883911133
2025-01-14,44.65999984741211,49.9011116027832,43.887760162353516
2025-01-15,44.36000061035156,49.59172058105469,43.53782653808594
2025-01-16,45.2400016784668,50.49991989135742,44.276580810546875
2025-01-17,45.43000030517578,50.20051574707031,44.39322280883789
2025-01-20,45.779998779296875,50.549827575683594,44.782039642333984
2025-01-21,45.84000015258789,50.10071563720703,44.91812515258789
2025-01-22,46.45000076293945,50.30031967163086,45.33610534667969
2025-02-03,44.599998474121094,48.404075622558594,43.7419548034668
2025-02-04,44.79999923706055,48.14459228515625,43.80999755859375
2025-02-05,45.36000061035156,49.202491760253906,44.519588470458984
2025-02-06,45.56999969482422,49.8512077331543,44.81119918823242
2025-02-07,45.83000183105469,50.899131774902344,44.957008361816406
2025-02-10,45.40999984741211,50.649627685546875,44.7140007019043
2025-02-11,45.560001373291016,51.24843978881836,44.93756866455078
2025-02-12,45.5,50.949031829833984,44.81119918823242
2025-02-13,45.47999954223633,50.8492317199707,44.957008361816406
2025-02-14,44.91999816894531,50.599727630615234,44.62651062011719
2025-02-17,45.54999923706055,51.348243713378906,45.25834274291992
2025-02-18,45.75,51.99695587158203,45.35554504394531
2025-02-19,45.66999816894531,52.2464599609375,45.30694580078125
2025-02-20,45.5099983215332,51.49794387817383,45.25834274291992
2025-02-21,45.79999923706055,51.597747802734375,45.4949836730957
2025-02-24,45.4900016784668,51.24843978881836,45.25834274291992
2025-02-25,45.130001068115234,50.40011978149414,44.86393356323242
2025-02-26,45.150001525878906,50.949031829833984,45.11043930053711
2025-02-27,44.689998626708984,50.599727630615234,44.57798767089844
2025-03-03,43.790000915527344,49.12265396118164,43.75959014892578
2025-03-04,43.56999969482422,49.022850036621094,43.58210754394531
2025-03-05,44.04999923706055,49.671566009521484,44.08497619628906
2025-03-06,43.849998474121094,49.442020416259766,43.907493591308594
2025-03-07,43.38999938964844,48.67354202270508,43.49336624145508
2025-03-10,43.25,47.70545959472656,43.36518096923828
2025-03-11,42.400001525878906,46.54775619506836,42.59608840942383
2025-03-12,42.560001373291016,46.837181091308594,42.78342819213867
2025-03-13,42.310001373291016,46.84716033935547,42.54678726196289
2025-03-14,42.150001525878906,47.00684356689453,42.46790313720703
2025-03-17,42.470001220703125,47.08668899536133,42.7735710144043
2025-03-18,42.68000030517578,47.77532196044922,43.04965591430664
2025-03-19,42.18000030517578,46.936981201171875,42.57636642456055
2025-03-20,43.0,47.55575942993164,43.19755935668945
2025-03-21,42.70000076293945,47.465938568115234,42.97077560424805
2025-03-24,42.630001068115234,47.256351470947266,42.78342819213867
2025-03-25,43.029998779296875,47.635597229003906,43.138397216796875
2025-03-26,43.04999923706055,47.635597229003906,43.17783737182617
2025-03-27,42.25,46.98688507080078,42.50734329223633
2025-03-28,41.779998779296875,45.51979446411133,41.974891662597656
2025-03-31,40.38999938964844,42.625526428222656,40.426841735839844
2025-04-01,41.189998626708984,43.41396713256836,41.30439758300781
2025-04-02,41.22999954223633,43.29420471191406,41.31426239013672
2025-04-07,37.11000061035156,38.9727668762207,37.182830810546875
2025-04-08,35.84000015258789,35.86891555786133,35.67422103881836
2025-04-09,34.18000030517578,32.69520568847656,33.76134490966797
2025-04-10,37.59000015258789,35.958740234375,37.1335334777832
2025-04-11,38.36000061035156,36.896881103515625,38.08997344970703
2025-04-14,38.18000030517578,37.745201110839844,38.158992767333984
2025-04-15,38.59000015258789,39.66140365600586,38.72102737426758
2025-04-16,37.95000076293945,38.42385482788086,38.149131774902344
2025-04-17,37.68000030517578,38.63343811035156,37.784305572509766
2025-04-18,37.84000015258789,38.50369644165039,37.89276885986328
2025-04-21,37.22999954223633,37.475730895996094,37.458919525146484
2025-04-22,36.68000030517578,36.836997985839844,36.82786560058594
2025-04-23,38.189998626708984,38.2599983215332,38.168853759765625
2025-04-24,37.95000076293945,37.90999984741211,37.91249084472656
2025-04-25,38.79999923706055,38.06999969482422,38.81962585449219
2025-04-28,39.099998474121094,38.20000076293945,39.01683044433594
2025-04-29,39.27000045776367,38.529998779296875,39.25347900390625
2025-04-30,39.290000915527344,38.029998779296875,39.30277633666992
2025-05-02,40.40999984741211,38.54999923706055,40.160614013671875
2025-05-05,39.97999954223633,37.72999954223633,39.75634765625
2025-05-06,39.86000061035156,38.0,39.726768493652344
2025-05-07,39.810001373291016,37.900001525878906,39.647884368896484
2025-05-08,40.2400016784668,38.400001525878906,40.13103485107422
2025-05-09,40.689998626708984,38.720001220703125,40.52544021606445
2025-05-12,41.11000061035156,39.150001525878906,40.939571380615234
2025-05-13,41.619998931884766,39.29999923706055,41.4227180480957
2025-05-14,42.5,39.81999969482422,42.172096252441406
2025-05-15,42.43000030517578,40.20000076293945,42.15237808227539
2025-05-16,42.5,40.06999969482422,42.3002815246582
2025-05-19,41.95000076293945,39.91999816894531,41.70866775512695
2025-05-20,41.970001220703125,39.97999954223633,41.81713104248047
2025-05-21,42.5,40.349998474121094,42.31999969482422
2025-05-22,42.02000045776367,40.189998626708984,41.900001525878906
2025-05-23,41.939998626708984,40.20000076293945,41.7400016784668
2025-05-26,41.900001525878906,40.029998779296875,41.77000045776367
2025-05-27,41.470001220703125,39.52000045776367,41.29999923706055
2025-05-28,41.65999984741211,39.599998474121094,41.5
2025-05-29,41.689998626708984,39.630001068115234,41.52000045776367
